564167444,8884
4554661009,6995;6996;7175
4554661011,6996
4554661010,6995
335731114,7184;8836;10513
335731109,397;7181;10865
2525811318,5945
984442329,3183
269577339,6611;10143;10477
335733744,7199;11210;11486
893319556,8212
984442263,10574
984442252,7599
259043734,11395
984442232,2996;11236;11237
984442239,3133;5901;10946
984442222,2953
984442216,2947;2946;2951
3421741428,7254;8515;10429
4554651794,7605;10649;11381
1012545402,5013
984442297,8279;11763;11765
3421741439,7254;7262;8666
3421741437,6752
984442290,8638;9714;9719
3421741440,7262;8659;8666
2439150096,6252;7266;9222
2439150092,5800;7266;9222
2439150081,7072;9398;9952
1044880866,12050
1007277298,1180
4679196871,9236;11692
1851600097,5574;12036;12037
1012545573,4639;4901;10236
984442131,3079
1012545587,8374;9517;10757
984442139,2893;9493;10096
104299593,129
984442101,3107;10555;10733
984442106,559;560;3136
1851600083,10015;11570;12037
1084458230,8809;8932
1851600043,6752;7308;9676
984442192,2896;3058;8365
984442184,3055;7181;7184
1012545541,6616;7762;9532
2459574408,5802
984442557,3006;3005;11236
984442542,5902;5903;10020
890366631,2865;8957;11949
984442534,3061;3187;8161
984442523,10246
1013295951,5015
1013295953,5015;7579;9406
1012543056,4841;7196;11319
1012545697,9619;9890;10783
336483716,547;558;9881
984442471,3153
1012543070,6619;8984;10732
1012543084,7757;9575;10124
4272000535,6917;6916;7379;7379
4272000536,6928;7368;7369
4272000540,6916
4272000547,7369;10194;10485
6484890814,7121
6484890813,7121;12071;12077
1012545604,7345;9723;10810
4272000533,6917;6928
1012545618,8376
1012545684,8236;10321;10395
1851600101,9733;10015;12035
1012543017,4950;7383;8200
1851600108,12034;12035;12036
1012545828,9842
829569951,5045;10358;11983
829569945,10358
1012545800,11858
1012545803,10124;10782;11909
984442429,2920;9445;9449
984442409,3136;10431;10649
1162528924,5253
1162528910,5250;1855;8900
984442386,3195
1012543160,10311;10657;11921
336471618,10154;10598;10865
1012543195,2712;10485;10600
1012545753,4619
1012545791,7667
1012543105,10036
1012543109,4903;9333;9334
1012545782,11688
1012545786,4928;9573;11925
336363748,2420;7443;7764
336363770,7443
1012545949,4995;7757;7812
1012545945,9842;11345;11854
1012545952,11834
1162528892,5255;1850;8899
1012545931,4885;7383;8233
1162528890,5251
1162528897,5253;1836;8911
1162528894,5249
2078001906,7464
2078001918,5635;5636;7464
26991313,10809;11386;11677
1013332886,5058
2078001929,5631
2078001927,5632
2078001920,5635
1894932436,28;7997;11565
26991330,73;8156
26991334,1273;11091;11958
26991333,5213;120;8771
26991360,1307;11075;11098
26991365,7495;11091;12122
26991366,11716;11958;12122
1012543294,4749;8943;10728
